日期,工作名稱,公司名稱,公司地址,薪資,工作內容,地區,經歷,學歷,公司人數,文章編號,工作網址
2/17,軟體工程師 (Software Engineer) (近鳳山) (需有經驗),小麥購物_小麥貿易有限公司,高雄市鳥松區美山路15號,"35,000","薪資部分為 考核期35000元通過考核期 , 表現穩定則薪水調至45000元若您已經有作品 有經驗  起薪薪資可再提升。官網: https://www.dmai.com.tw/小麥購物蝦皮商城: https://shopee.tw/m782162002粉絲團 https://www.facebook.com/damailife/小麥人須具備特別5大特質擁有有下面5大人格特質，如果是你希望的，我們很期待您的加入!1.意志力-越挫越勇2.認真-學習上進心3.樂觀-保有正能量4.好奇-吸收新知.勇敢-講真話，是需要勇氣工作內容1.寫公司網站後台購物車模組2.寫公司出貨需求的系統3.公司內部使用的訂餐系統寫任何老闆交代的系統本部門為公司新成立的部門若您為資深有經驗 甚至已有作品者薪資可談。【優渥薪資】➟助理表現量優良，經主管考核，可升等""專員""即可參加公司紅利機制，每月約1000~5000不等。(看個人努力與表現)。➟1年2次調整底薪，每次調薪約1000~5000不等。(需經依照公司營運狀況與主管考核通過)【優質福利與獎金】➟端午節獎金、中秋節獎金、年終獎金➟生日獎金、專員生日假1天➟每月專員、助理獎金、每月團隊獎金➟每月租屋或水電補貼➟臨時獎金(99購物節、雙11購物節、雙12購物節)➟定期聚餐(碳佐麻里、海港..之類的➟年度尾牙(員工不需表演)【備註】1.如果想短暫嘗試心態，請勿投履歷。2.(重要)面試請帶個人履歷。",高雄市鳥松區,2年以上,大學,員工80人,7daf3,www.104.com.tw/job/7daf3?jobsource=jolist_b_relevance
2/14,【招募中】Sr. Frontend Software Engineer / 資深前端軟體工程師,孚創雲端股份有限公司,台北市內湖區基湖路32號6樓,待遇面議,"InQuartik is the leading internet company which exploits IT technologies to reshape modern intellectual properties (IP) industry. We aim to build excellent products with AI, ML, based on large-scale IP data. Provides automated tools and insights to IP experts and lead our clients' success.The ideal candidate will be a senior web developer with experience in shipping web applications with rich interactivity and organized architecture. We are looking for an experienced, self-motivated and passionate frontend engineer to work on building the presentation layer and the rich interface for our products. Responsibilities• Design and implement a high-performance dynamic web application with technologies such as React, Vue.js, Webpack, ES6, Node.js, etc.• Take full ownership of projects from design (collaborate with the design team) to implementation and deployment• Take research projects for POC and work collaboratively to shift them to engineering• Analyze and optimize the performance and reliability of the web app.• Develop deep expertise in multiple areas including web-based technologies, web monitoring, and APIs.",台北市內湖區,3年以上,大學,員工80人,695nr,www.104.com.tw/job/695nr?jobsource=jolist_b_relevance
2/14,IOS 軟體工程師,德義資訊股份有限公司,台北市大同區承德路一段70-1號15樓,待遇面議,"2年以上開發經驗1. 負責iOS APP開發設計、使用版本控管 2. 串接後端Web Service/ Web API3. 根據專案需求設計規劃iOS APP系統架構及功能模組 4. 持續優化APP，並隨時根據平台系統更新提出優化方案。 . 配合UX/UI視覺設計人員的設計開發iOS APP, 需會使用Auto layout (使用zeplin協作) 6. 其他主管交辦任務。",台北市大同區,2年以上,大學,員工230人,5rinp,www.104.com.tw/job/5rinp?jobsource=jolist_b_relevance
2/14,軟體工程師,思訊電腦有限公司,台北市內湖區,"40,000",1. 負責軟體之分析、設計以及程式撰寫。2. 規劃執行軟體架構及模組之設計，並控管軟體設計進度。3. 進行軟體之測試與修改。4. 規劃、執行與維護量產的產品。. 協助研發軟體新技術與新工具。6. 管控軟體開發成本。,台北市內湖區,經歷不拘,專科,員工50人,7hoaf,www.104.com.tw/job/7hoaf?jobsource=jolist_b_relevance
2/16,軟體工程師 - Android Developer,雲端互動股份有限公司,台北市大安區,待遇面議,"Job Responsibility:•	Familiar with Android SDK, Java•	Experience with mobile application development•	Ability to plan the entire system structure independently and efficiently•	Experience and familiarity with mobile UI•	Experience with third-party libraries and APIs.•	Expertise in analyzing and optimizing the performance and efficiency•	Familiar with Git•	Familiarity with RESTful APIs to connect Android applications to back-end services Requirements:•	Build and test applications for the Android platform •	Prepare development documents  •	Collaborate with a team to define, design, and ship new features •	Ensure the performance, quality, and responsiveness of applications•	Help maintain code quality, organization, and automatization•	Rapidly fix bugs and solve problems工作內容:•	將最新產品技術於Android系統上開發並建置•	準備開發文件•	與團隊合作定義、設計發佈新功能•	確保應用程式的性能質量和影響性•	幫助維護程式碼質量並且組織自動化•	快速修復bug和解決問題工作條件:•	熟悉 Android SDK、Java •	需具備手機app開發經驗•	能夠獨立規劃程式架構•	熟悉並具備UI開發經驗•	具備第三方套件及Api經驗•	能夠分析與最佳化產品表現和效能為佳•	熟悉Git版本控制•	熟悉串接RESTful API",台北市大安區,2年以上,專科,員工90人,34vww,www.104.com.tw/job/34vww?jobsource=jolist_b_relevance
2/11,Android軟體工程師,立方支付有限公司,台北市信義區基隆路一段141號2樓,"700,000",)。3.	熟練Java/JavaScript等相關系列的程式開發語言。【加分條件】 1.	可以開發EMV應用，並對ISO8583有很好的理解。條件要求接受身份：不拘工作經歷：1 年以上學歷要求：專科以上科系要求：資訊管理相關、工程,台北市信義區,1年以上,專科,員工32人,6qdfm,www.104.com.tw/job/6qdfm?jobsource=jolist_b_relevance
2/09,RD20381 前端軟體工程師,華碩電腦股份有限公司,台北市北投區,待遇面議,"- 具前端專案開發經驗- 熟悉Angular/AngularJS, HTML 5, JavaScript, TypeScript, Bootstrap, CSS, SCSS, Node.js等Web前端應用技術- 具備RWD、UI/UX相關認知- 具備Git/SVN版控相關經驗- 具備Windows應用程式C#開發經驗尤佳- 對網路應用程式有基本的開發概念（HTTP GET/POST、RESTful等）- 具責任感、工作態度積極、主動自我學習、有團隊合作精神，具邏輯分析能力",台北市北投區,經歷不拘,大學,上市上櫃,7dwfz,www.104.com.tw/job/7dwfz?jobsource=jolist_b_relevance
2/13,總部-電商事業部- .NET軟體工程師,燦坤實業股份有限公司,台北市內湖區堤頂大道一段331號5樓,待遇面議,【職務說明】1.首先，你對於3C零售通路相關的系統開發是有熱情的，非常歡迎你。2.可以先爬完文後，對於燦坤IT人的相關文章，那已經不是現在的IT，如有覺得這邊是黃色鬼屋的話，那歡迎你來跟我一起創造神話。3.如果你想來面試，你可能要會.Net、 .Net MVC、 Net Core、DB的話是Orcacle還有MS SQL，會寫API的話也不錯。4.如果你對於主管愛練笑維、愛趕人下班不排斥的話.....。.如果你對於面試的時候，不只畫大餅給你，還會跟你說你會遇到種種的困擾不排斥的話，歡迎你來跟我聊聊。6.如果你看到一些舊Code，會手癢想把他改掉的話，歡迎你跟我一起改。7.如果你想在職涯上想獲得成長以及成就的話，非常歡迎你。綜合以上，只想表達，您喜歡開發有成就的系統，喜歡看您寫的系統供大眾使用的話或寫給四千位員工使用的話。燦坤資訊部電商平台開發組，非常歡迎您～,台北市內湖區,3年以上,大學,上市上櫃,7akaq,www.104.com.tw/job/7akaq?jobsource=jolist_b_relevance
2/17,軟體工程師,寶建醫療社團法人寶建醫院,屏東縣屏東市中山路123號,"30,300",1.程式設計及維護2.與使用者協調溝通及需求分析3.處理使用者線上問題 4.異常狀況處理 .其他交辦事項,屏東縣屏東市,經歷不拘,大學,員工750人,6wa1x,www.104.com.tw/job/6wa1x?jobsource=jolist_b_relevance
2/10,【自主移動機器人軟體研發小組】AMR/ROS Linux高級軟體工程師,艾訊股份有限公司,新北市汐止區南興路55號8樓,"60,000",AMR/ROS相關Embedded Linux開發與應用＊彈性工作時間，薪優福利佳，並備有新店/中和線交通車＊ ,新北市汐止區,5年以上,大學,上市上櫃,73bpf,www.104.com.tw/job/73bpf?jobsource=jolist_b_relevance
2/17,軟體工程師_CISM,菱光科技股份有限公司,台北市內湖區南京東路6段501號9樓,"650,000",1.開發線性影像感測模組(CISM)產品測試之Software/Firmware。2.開發檢測CISM不良影像之演算法。3.新專案軟體開發，協助產品測試完成。4.分析測試資料、釐清問題、提出改善建議，並撰寫測試報告提供客戶。,台北市內湖區,經歷不拘,大學,上市上櫃,7a8y3,www.104.com.tw/job/7a8y3?jobsource=jolist_b_relevance
2/16,.NET 軟體工程師,經貿聯網科技股份有限公司,台北市內湖區陽光街321巷56號3樓,"38,000",式，以TFS版控，並透過Jenkins自動化佈署(CI/CD)	以Angular + ASP.NET Core進行產品架構翻新工程	多樣化的教育訓練機制，持續學習新知,台北市內湖區,經歷不拘,大學,員工200人,6ymvi,www.104.com.tw/job/6ymvi?jobsource=jolist_b_relevance
2/11,軟體工程師,宇迅國際有限公司,台北市內湖區堤頂大道二段473號1樓,待遇面議,工作內容:1. 台灣分公司日常作業的工具系統開發與維護2. 系統間資料交換相關API開發3. 支援部分HQ IT工作所需條件如下： 1. 熟悉C#或Java 2. 熟悉MSSQL3. 熟悉MVC架構4. 對程式開發及軟體工程,台北市內湖區,3年以上,大學,員工36人,7h3xx,www.104.com.tw/job/7h3xx?jobsource=jolist_b_relevance
1/07,AD30095 Java軟體工程師,華碩電腦股份有限公司,台北市北投區,"35,000",1.系統架構設計與開發2.新技術與解決方案導入與應用,台北市北投區,2年以上,大學,上市上櫃,76ry6,www.104.com.tw/job/76ry6?jobsource=jolist_b_relevance
2/14,軟體設計工程師,雙肩智能優食股份有限公司,台南市東區大學路1號自強校區科技大樓4樓,待遇面議,雙肩智能優食是從成大校園出發的新創團隊，將科技導入農業、製造業、汙水處理是我們正在做的事▧ 我們正在尋找加入「系統開發部」的新成員，希望你具備以下特質：- 喜歡嘗試新事物並適應快速變化的步調（將錯不就錯！A方案行不通，就換成B方案啊！）- 認真工作的同時也不放棄開玩笑的樂趣（每天在背後講老闆的笑話真的很紓壓～）- 具備獨立思考並解決問題的能力（通常沒有前例可循，而你要想辦法搞定任務！）- 良好的工作時間管理能力（自主安排並確實執行工作進度是標配）▧ 如果你加入我們的團隊，你將負責以下工作內容：- 負責公司各項資訊案之系統開發、設計、整合及維護- 公司現有系統之優化及維護- 公司資訊、程式、作業系統等環境建置及維護- 與公司協力夥伴共同進行資料庫架構及API之開發及維護- 其它資訊相關工作(現有網站改版、IOT案)▧ 更多瞭解這項職務：- 通1~2種後端語言及開發框架(例PHP、JavaScript/Node.js等)- 如果有有雲端服務架構、技術等相關經驗就太好了（非必備）- 能撰寫API文件、API整合、串接、資安、IOT經驗（沒有也沒關係）- 歡迎有新創團隊工作經驗的你因為是新創團隊，有許多問題並沒有標準答案──我們就是在尋找答案的過程啊！如果你也喜歡每一天都有那麼點不同的生活，如果你也喜歡在一個可以勇於表達自己想法的環境中工作，那就來和我們聊聊吧：）,台南市東區,3年以上,大學,,6ptgr,www.104.com.tw/job/6ptgr?jobsource=jolist_b_relevance
2/14,AWMS+軟體工程師,耀欣數位科技股份有限公司,桃園市桃園區春日路1000巷8弄28號,待遇面議,業與管理相關應用軟體開發歷練，往專業物流軟體工程師發展。2.熟悉資料庫的操作與管理，未來往資料庫管理師(DBA)發展。3.熟悉各行業物流特性與物流領域知識，未來往系統分析師(SA／SD)發展。,桃園市桃園區,1年以上,大學,員工70人,7iehw,www.104.com.tw/job/7iehw?jobsource=jolist_d_relevance
2/11,專案AI軟體工程師,國立雲林科技大學_智慧辨識產業服務研究中心,雲林縣斗六市大學路三段123號,"42,000",(1) 人工智慧演算法用於聲音及影像辨識的應用解決方案。 (2) 對數據分析，建置模型與前處理、開發機器深度學習Machine/Deep learning模型       有高度興趣、並願意學習者。更多資訊：智慧辨識產業服務研究中心  http://iris.yuntech.edu.tw/,雲林縣斗六市,經歷不拘,碩士,員工20人,6lgoi,www.104.com.tw/job/6lgoi?jobsource=jolist_d_relevance
2/14,林口-軟體工程師(無經驗可),志聖工業股份有限公司,新北市林口區工八路2-1號(244),待遇面議,1.現有量產設備程式碼維護/系統改善(熟C#及VB6)。2.開發新設備/客製化設備功能。3.配合機台測試將系統完善。4.對開發工業4.0有興趣者優先面談。※工作經歷未滿三年，請提供最高學歷之學期成績單。  可直接mail至jessicayin@csun.com.tw,新北市林口區,經歷不拘,大學,上市上櫃,71v32,www.104.com.tw/job/71v32?jobsource=jolist_d_relevance
2/14,[台北]測試軟體工程師,安富科技股份有限公司,台北市內湖區瑞光路258巷31號3樓,待遇面議,1. 軟體或系統測試計畫設計2. Wireless測試系統架構設計3. 自動測試排程設計4. 自動測試程式修改. 軟硬體功能測試,台北市內湖區,經歷不拘,大學,員工110人,7g99l,www.104.com.tw/job/7g99l?jobsource=jolist_d_relevance
2/14,光模組工程部 測試開發軟體工程師,華萊光電股份有限公司,桃園市中壢區定安路一號B棟2樓,待遇面議,工作內容1.光通訊元件的生產與測試包含2.自動化生產維護與改善3.自動化測試維護與改善4.測報系統維護與改善.產線資料庫的建置6.測試資料管理,桃園市中壢區,3年以上,大學,員工45人,6l6st,www.104.com.tw/job/6l6st?jobsource=jolist_d_relevance
2/14,iOS 軟體工程師,欣創科技有限公司,台北市松山區民權東路三段142號10樓1006室,待遇面議,具備 Objective-C 或 Swift 實務經驗 具備 Xcode 實務經驗 熟悉 Autolayout 並能使用 Interface Builder 進行介面開發 具備 JSON、XML等Web Service及串接Web API 實務經驗 具備 Foundation 及 Cocoa Touch Framework 實務經驗 工作態度積極、負責，重視團隊溝通合作 ,台北市松山區,1年以上,專科,距捷運中山國中站290公尺,6kgj8,www.104.com.tw/job/6kgj8?jobsource=jolist_d_relevance
2/14,資訊軟體工程師,欣展工業股份有限公司,台中市太平區永平路二段520號,"30,000","1.MES開發與維護 2.MIS開發與維護 3.系統異常監控與排除 4.懂web前端程式使用，如JQuery,HTML5,CSS,RWD及與JSON的應用",台中市太平區,1年以上,高中,員工110人,6joxf,www.104.com.tw/job/6joxf?jobsource=jolist_d_relevance
1/10,系統軟體工程師(台北),博威顧問服務股份有限公司,台北市大同區長安西路180號九樓之一,"30,000",1.執行系統設定2.客戶系統維運3.客戶系統異常排除4.系統規格文件撰寫.系統操作手冊撰寫6.進行系統功能之測試與修改。,台北市大同區,經歷不拘,專科,員工30人,79ylb,www.104.com.tw/job/79ylb?jobsource=jolist_d_relevance
2/14,軟體工程師1,智慧光科技股份有限公司,基隆市七堵區工建路2-1號1樓,待遇面議,Windows平台C語言程式開發Database維護開發APP開發,基隆市七堵區,經歷不拘,專科,員工120人,6qwty,www.104.com.tw/job/6qwty?jobsource=jolist_d_relevance
2/14,自動化整合資深軟體工程師,竑騰科技股份有限公司,高雄市楠梓區加工出口區經六路61號,"60,000"," looking for a senior and professional software engineer who is familiar with programming languages (e.g. C++, C#, and Delphi)",高雄市楠梓區,10年以上,大學,員工100人,69ar7,www.104.com.tw/job/69ar7?jobsource=jolist_d_relevance
2/15,Android App Developer 軟體工程師 （高雄） 45K - 55K,玩運彩網路有限公司,高雄市前鎮區復興四路12號8樓-10,"45,000",軟體科學園區(2015)　https://goo.gl/rjxu5p。玩運彩執行長-吳憲達 受邀至悠識 HPX演講(2015)　https://goo.gl/G98vAI。玩運彩執行長-吳憲達 受邀至數位時代演講(2012)　https:/,高雄市前鎮區,1年以上,學歷不拘,員工16人,3hckg,www.104.com.tw/job/3hckg?jobsource=jolist_d_relevance
1/28,工研院電光系統所_最佳化軟體工程師(R500),工研院 _財團法人工業技術研究院,新竹縣竹東鎮中興路四段195號,待遇面議,1. 智慧製造決策最佳化，依照不同客戶需求，與工程團隊開發最佳化模型，將決策限制及目標改為數學模型。2. 將最佳化與數學模型技術用於傳統產業、科技業(如海運業船隊調度、半導體業智慧排程、醫療行業人力排班等)相關領域及問題。3. 跨組織專案系統,新竹縣竹東鎮,經歷不拘,碩士,員工6200人,5kq5t,www.104.com.tw/job/5kq5t?jobsource=jolist_d_relevance
2/11,軟體工程師,臺南紡織股份有限公司,台南市東區中華東路1段398號10樓,"35,000",1.大學以上資訊相關系所畢業。2.MIS系統分析、設計、程式編寫與維護3.熟悉IBM CLP、RPG尤佳4.熟悉Delphi、JAVA、Java Script尤佳.熟悉IBM DB2、MS SQL、PostgreSQL尤佳6.熟悉Windows各版本操作7.專案規劃8.主管交辦事項9. 有經驗者薪資另議,台南市東區,經歷不拘,大學,上市上櫃,5r647,www.104.com.tw/job/5r647?jobsource=jolist_d_relevance
2/14,軟體工程師,聯昇電子股份有限公司,新北市土城區中央路4段2號8樓之5,"35,000",1. 毫米波雷達控制及偵測演算法設計開發。2. 軟體架構規劃與程式撰寫。3. 熟C語言程式編寫設計。4. 具微處理器與嵌入式系統相關知識。. 具微/毫米波雷達應用系統開發經驗者尤佳。,新北市土城區,2年以上,大學,員工20人,768fi,www.104.com.tw/job/768fi?jobsource=jolist_d_relevance
2/14,軟體工程師 (台北),年興紡織股份有限公司,台北市內湖區內湖路一段306號13樓,待遇面議,1. 負責部門與海外廠之需求功能開發，包括系統設計、撰寫、程式開發等。2. 熟悉AS400佳。※須具2年以上程式設計相關經驗,台北市內湖區,2年以上,專科,上市上櫃,744dl,www.104.com.tw/job/744dl?jobsource=jolist_d_relevance
1/24,U0300軟體工程師/前端工程師,中興電工機械股份有限公司,桃園市龜山區文德路25號(近林口),"40,000",PMS: 主要負責微電網能源管理系統應用、維護及開發(2人)EMS: 主要負責微電網雲端網頁監控平台應用、維護及開發(1人),桃園市龜山區,經歷不拘,大學,上市上櫃,76d6o,www.104.com.tw/job/76d6o?jobsource=jolist_d_relevance
1/19,軟體工程師-線西彰濱廠,高僑自動化科技股份有限公司,彰化縣線西鄉彰濱東一路6號,"25,250",1.PLC與人機規劃設計及修改(三菱與西門子)2.現場系統試機3.識電路圖及配線設計4.需配合國內外出差,彰化縣線西鄉,經歷不拘,專科,上市上櫃,7chte,www.104.com.tw/job/7chte?jobsource=jolist_d_relevance
1/12,M30330 - 軟體設計工程師,啟碁科技股份有限公司,新竹市力行六路5號(新竹科學工業園區),待遇面議,1.負責公司內部系統前端架構設計開發及維護2.熟悉 RWD與UX觀念，以利提升網站使用體驗3.支援公司內部現有系統/專案修改與維護,新竹市,2年以上,大學,上市上櫃,7eelw,www.104.com.tw/job/7eelw?jobsource=jolist_d_relevance
2/14,軟體工程師【BenQ資訊技術服務中心】,明基電通股份有限公司,台北市內湖區基湖路16號,"30,000","1. 公司品牌官網專案開發與維護2. 官網與電子商務系統整合開發3. 第3方系統/服務研究, 與第3方系統/服務進行整合建置, 以優化使用者整體系統體驗4. 系統效能及安全性優化. 根據PM工作排程, 進行專案項目開發*本職位依學經歷進行核薪",台北市內湖區,經歷不拘,大學,員工1300人,75qkq,www.104.com.tw/job/75qkq?jobsource=jolist_d_relevance
2/14,林口-軟體工程師,志聖工業股份有限公司,新北市林口區工八路2-1號(244),"35,000",1.現有量產設備程式碼維護/系統改善(熟C#及VB6)。2.開發新設備/客製化設備功能。3.配合機台測試將系統完善。4.對開發工業4.0有興趣者優先面談。,新北市林口區,經歷不拘,大學,上市上櫃,6er16,www.104.com.tw/job/6er16?jobsource=jolist_d_relevance
2/14,林口-軟體工程師,志聖工業股份有限公司,新北市林口區工八路2-1號(244),"35,000",1.現有量產設備程式碼維護/系統改善(熟C#及VB6)。2.開發新設備/客製化設備功能。3.配合機台測試將系統完善。4.對開發工業4.0有興趣者優先面談。,新北市林口區,經歷不拘,大學,上市上櫃,6er16,www.104.com.tw/job/6er16?jobsource=jolist_d_relevance
2/11,資訊軟體工程師,財團法人台灣省私立台南仁愛之家,台南市新化區中山路20號,"37,910",1.醫院資訊系統問題排除。2.基本電腦硬體及周邊問題排除。3.可獨立作業。4.熟Windows作業系統、Office軟體操作。.良好溝通技巧。6.略懂HTML、JavaScript、jQuery、CSS。7.略懂c++語言。8.略,台南市新化區,經歷不拘,專科,,760v2,www.104.com.tw/job/760v2?jobsource=jolist_d_relevance
2/14,【南科】視覺軟體工程師,直得科技股份有限公司,台南市新市區豐華村大利一路3號,待遇面議,1.視覺軟體應用2.視覺演算法開發3.整合視覺與機電開發自動化系統4.整合視覺與機械手臂開發自動化系統.完成主管交辦工作1.熟悉C， C#與C++2. OpenCV影像處理,台南市新市區,經歷不拘,大學,員工410人,72mk3,www.104.com.tw/job/72mk3?jobsource=jolist_d_relevance
2/14,健康雲軟體工程師,臺北市北投健康管理醫院,台北市北投區中和街2號,"33,000",1.工作內容Salesforce CRM 開發/建置/維護。2.人才需求只要您擅溝通，能挖掘客戶潛在需求，消化分析整理內化後，提出更佳解決方案，能跨單位協調整合資訊及傳遞，都歡迎加入我們的行列。利用新科技，新技術，來簡化複雜的流程，能有效降低人員資料輸入及等待間，能有效改良現有不便利的流程，增加使用人員系統的操作效率，都是我們尋求的人才。如果你熱愛雲端科技，個性積極主動，肯學習，有企圖心，且具備良好分析能力，具備合作與團隊精神，我們提供一個讓程式開發人員學習新技能和挑戰新技術的地方。 ,台北市北投區,經歷不拘,大學,距捷運新北投站230公尺,5yuhb,www.104.com.tw/job/5yuhb?jobsource=jolist_d_relevance
2/14,培訓軟體工程師(PHP),緯德科技股份有限公司 (TechLink Corporation),台北市松山區敦化北路207號8F-13,待遇面議,- 對程式開發及軟體工程具有熱情，願意嘗試新技術及架構者。- 資工/資管、理工相關科系畢業尤佳，無經驗可。- 歡迎本年度應屆/屆退畢業生加入。- 提供完整的PHP程式語言在職培訓。- 工作態度積極、負責，願意主動學習並重視團隊合作,台北市松山區,經歷不拘,專科,員工220人,5sj3x,www.104.com.tw/job/5sj3x?jobsource=jolist_d_relevance
2/11,軟體設計工程師(楊梅),磊登自動控制有限公司,桃園市楊梅區永平路511號(326),"40,000",有實務經驗者優先錄用實務經驗一年以上月薪36K起用，三個月合格後視工作態度和學習精神再適度調高薪資升遷:表現優異者每年調薪幅度10%以上有經驗者待遇更佳--面議以上未含加班費和出差津貼，加班費按勞基法規定支付，除年終獎金外每季有績效獎金,桃園市楊梅區,經歷不拘,高中,員工78人,6eret,www.104.com.tw/job/6eret?jobsource=jolist_d_relevance
2/14,Java Web軟體工程師(台北),悅慶資訊有限公司,台北市內湖區,"40,000",工作內容需求 :1.依照專案需求與團隊一同完成專案2.能接受團體行動、合作3.專案客戶類型眾多、能接受不同domain know how4.願意學習技術、分享經驗技能需求 :1. 具備 Java web 專案開發經驗2. SQL語法3. html、CSS、JavaScript、Jquery4. SSH/Spring Boot/Spring MVC 等技術實際專案使用經驗. ORM使用經驗(Mybatis、Hibernate、Spring Data JPA),台北市內湖區,1年以上,專科,員工60人,69zow,www.104.com.tw/job/69zow?jobsource=jolist_d_relevance
2/17,軟體工程師,流亞科技股份有限公司,新北市三重區重新路五段609巷16號8F-7,待遇面議,1.	C/C++ & Dot Net軟體開發維護2.	負責軟體之分析、設計以及程式撰寫，測試，修改並控管進度。3.	規劃、執行與維護產品。4.	出差支援、解決客戶問題。,新北市三重區,3年以上,大學,員工100人,5756e,www.104.com.tw/job/5756e?jobsource=jolist_d_relevance
2/11,Software Engineer (軟體工程師)-TC21086,"Super Micro Computer, Inc._美超微電腦股份有限公司",桃園市八德區興豐路1899號,待遇面議,"<工作地點可安排於 中和or八德>Essential Duties and Responsibilities：* Design Web based application and script tools for task automation.* Strong skill of Python, PHP, Java Script, shell / power shell, and SQL.* Understand HA system architecture and implement.* Excellent problem solving skills* Angular, jQuery, or Django experiences are desired, but not required.* 開發Web應用程序和腳本工具。* 熟練掌握Python、PHP、Java Script、shell/power shell、SQL。* 了解HA系統架構並實施。* 優秀的問題解決能力* 需要 Angular、jQuery 或 Django 經驗，但不是必需的。",桃園市八德區,2年以上,大學,外商公司,7d5e1,www.104.com.tw/job/7d5e1?jobsource=jolist_d_relevance
2/09,【採線上面談】Senior Software Engineer / Programmer 資深軟體工程師 (台中市政府旁),新加坡商鈦坦科技股份有限公司台灣分公司,台中市西屯區台中市西屯區府會園道179號9F,"80,000",使用者易用的網站應用程式。•	整合網站應用程式至資料庫導向或API導向的後台系統。•	提供24x7的技術支援。•	開發、改善所有軟體產品，並提供維護所需的所有必要文件。•	具 5 年以上產品開發經驗，並有跨職能、跨部門的組織協調能力，與人員,台中市西屯區,5年以上,學歷不拘,外商公司,57xtk,www.104.com.tw/job/57xtk?jobsource=jolist_d_relevance
2/16,軟體工程師,詳維科技股份有限公司,高雄市楠梓區加工出口區開發路5號3樓,待遇面議, Service...等軟體開發維護2. 程式開發(I/O控制、馬達控制)，無相關經驗公司有提供完整教育訓練3. 半導體封測廠自動化設備軟體開發，無相關經驗公司有提供完整教育訓練,高雄市楠梓區,2年以上,大學,員工35人,3f8wc,www.104.com.tw/job/3f8wc?jobsource=jolist_d_relevance
2/14,軟體工程師(前端),來毅數位科技股份有限公司,台北市信義區松德路159號25樓,待遇面議,"負責軟體前端程式設計開發、優化及測試。1. 熟悉至少一種程式語言如：Vue, Bootstrap, html5等技術，具開發javascript經驗或其他。2. 具HTTP、Socket、RESTful、Soap等Web Service",台北市信義區,經歷不拘,大學,距捷運永春站480公尺,4wc4m,www.104.com.tw/job/4wc4m?jobsource=jolist_d_relevance
2/11,初中階-JAVA 後端軟體工程師,聯訊網路有限公司,台中市西區台灣大道二段285號16樓,"70,000","1、參與系統的詳細功能設計,撰寫相關技術文檔2、編寫軟體代碼、完成單元測試、協助測試3、開發完成的程式完整滿足需求4、負責解決開發過程中的技術問題、系統開發測試、部署和集成6、完成部門交給的其他任務7、對自我有要求，不任意擺爛，有良",台中市西區,3年以上,專科,,7iy9s,www.104.com.tw/job/7iy9s?jobsource=jolist_d_relevance
2/16,APP軟體工程師(iOS),中國信託綜合證券股份有限公司,台北市南港區經貿二路188號13樓,待遇面議,1.  配合系統開發iOS平台APP (中信亮點、中信服務讚…)2.  iOS軟體、測試、上架與維護3.  依照專案規格、文件與團隊一起開發APP軟體，測試與維護,台北市南港區,3年以上,大學,員工500人,75xpn,www.104.com.tw/job/75xpn?jobsource=jolist_d_relevance
2/14,軟體工程師(TFT),華凌光電股份有限公司,台中市大雅區科雅路31號5樓,待遇面議,1.Total Solution開發案的軟體程式編寫. 2.開發案軟體修改與維護.3.開發案軟體驗證與Debug.,台中市大雅區,3年以上,大學,員工1200人,5pq58,www.104.com.tw/job/5pq58?jobsource=jolist_d_relevance
2/16,軟體開發工程師 (數位創新實驗室),經貿聯網科技股份有限公司,台北市內湖區,"40,000",你是經常寫程式、熱愛研究新技術、期待以自身的程式開發能力應用於數位創新服務的人才嗎？你期待一個以技術主導、鼓勵研發的工作環境嗎？經貿聯網數位創新實驗室歡迎你！ 經貿聯網科技是台灣支付系統的領導品牌，以「數位創新、引領支付」為公司願景，長期為全台超過十家以上大型金融企業建置並維運安全的支付體系。並於五年前成立數位創新實驗室，專注於金融科技-雲技術與區塊鏈的研發，是經常寫程式、熱愛研究新技術、期待以自身的程式開發能力應用於數位創新服務的人才的首選！   所需技能如下：[職務說明]●   研發/維運 Fintech 相關應用平台●   專案開發及維運[職務重點/所需能力]● 熟悉至少一項以下程式語言：C# / Java / Python / Golang● Unit Test 撰寫能力● 具有物件導向程式設計能力● 具備基本資料庫操作及設計能力● 使用過 SVN/Git/CVS/TFS 等任一版本控制系統經驗，熟悉 Git 或 TFS 版控流程佳● 具備良好文件撰寫與需求溝通能力● 具有能力進行技術研究、樂於學習其他領域技能● 有創新思考、獨立解決問題能力喜歡以專案導向之工作性質薪資保障14個月，另依表現有績效獎金，熱愛研發的你，不可錯過～完整的居家上班規劃及軟硬體（WFH），支援疫情期間的安心工作！,台北市內湖區,經歷不拘,碩士,員工200人,7b0ds,www.104.com.tw/job/7b0ds?jobsource=jolist_d_relevance
2/09,軟體工程師,天擎積體電路股份有限公司,新竹市科學園區力行一路1號3樓C5室,待遇面議,1.負責軟體之分析、設計以及程式撰寫。2.規劃執行軟體架構及模組之設計，並控管軟體設計進度。3.進行軟體之測試與修改。4.規劃、執行與維護量產的產品。.協助研發軟體新技術與新工具。,新竹市,經歷不拘,大學,員工60人,56fkw,www.104.com.tw/job/56fkw?jobsource=jolist_d_relevance
